Country,Year,exp_on_biodiversity_&_landscape_protection_,exp_on_environment_protection_,exp_on_environmental_protection_r&d_,exp_on_environmental_protection_n.e.c._,exp_on_pollution_abatement_,exp_on_waste_management_,exp_on_waste_water_management_,g7_trade,co2_emissions_in_exports_of_domestic_controlled_enterprises_,co2_emissions_in_output_of_foreign_controlled_multinational_enterprises_,env_taxes_,taxes_on_energy_,taxes_on_pollution_,taxes_on_resources_,taxes_on_transport_,explicit_fossil_fuel_subsidies_-_coal_,explicit_fossil_fuel_subsidies_-_total_,fossil_fuel_subsidies_-_total_implicit_and_explicit_,fossil_fuel_subsidies_-_total_implicit_and_explicit_-__natural_gas_,fossil_fuel_subsidies_-_total_implicit_and_explicit_-_coal_,fossil_fuel_subsidies_-_total_implicit_and_explicit_-_coal_,fossil_fuel_subsidies_-_total_implicit_and_explicit_-_electricity_,fossil_fuel_subsidies_-_total_implicit_and_explicit_-_petroleum_,implicit_fossil_fuel_subsidies_-_coal_,implicit_fossil_fuel_subsidies_-_congestion_,implicit_fossil_fuel_subsidies_-_electricity_,implicit_fossil_fuel_subsidies_-_global_warming_,implicit_fossil_fuel_subsidies_-_local_air_pollution_,implicit_fossil_fuel_subsidies_-_natural_gas_,implicit_fossil_fuel_subsidies_-_petroleum_,implicit_fossil_fuel_subsidies_-_total_,"temperature_change_with_respect_to_a_baseline_climatology,_corresponding_to_the_period_1951-1980_",share_of_forest_area_
ESP,2000,0.113760725845912,0.709113669655523,0.0166704998525896,0.0523268467595172,0.017596638733289,0.24974878482861,0.259010173635604,1,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,2001,0.133524871147073,0.853075565661854,0.0184024662157825,0.0703288049951997,0.0348077655554335,0.413128233805473,0.182883423942892,1,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,2002,0.147154566994685,0.91828185369394,0.0190780626294106,0.0753783593399791,0.0381561252588213,0.470547740517002,0.167966998954042,1,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,2003,0.144091859807096,0.938840733622016,0.0230596834466374,0.0755360441549312,0.0545953586466334,0.473409068812588,0.168148718754129,1,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,2004,0.133575817657373,0.873013379689262,0.0230383378886411,0.054686963675057,0.130550581368966,0.417017186832775,0.114144492266449,1,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,2005,0.142447838319008,0.869675863771989,0.0249095008718325,0.0539166685537501,0.155387838771908,0.396718847218493,0.0962951700369976,1,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,2006,0.158792934610982,0.93452730212398,0.0261002188632857,0.0607676851397109,0.0864694273791296,0.457849640823133,0.144547395307739,1,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,2007,0.172192733131946,0.950407191185071,0.0264983417616655,0.0510441741303663,0.0883278058722185,0.445544048147022,0.166800088141853,1,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,2008,0.165023194275831,0.928401924759878,0.0275789718451143,0.0618273682540798,0.0840888259199074,0.47506130913594,0.114822255329005,1,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,2009,0.207607991224354,1.00652468898546,0.0293643735335348,0.0688285952887949,0.0852876072056806,0.478246516721327,0.137189605011769,1,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,2010,0.155867061803341,1.03261928444713,0.0294581289054161,0.06348413222971,0.0343988910319574,0.572569075117296,0.176841995359412,1,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,2011,0.13311235679376,0.949647618877513,0.0276377350970094,0.092125783656698,0.0380723901846558,0.544106158984661,0.114593194160729,1,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,2012,0.101057221469519,0.921153060957289,0.022209312587831,0.0576084352714919,0.0238580388498098,0.577442127283607,0.13897792549503,1,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,2013,0.0839909521065362,0.855688451391094,0.0229333521504428,0.0647818195360799,0.0228353463720221,0.530211261255964,0.130935719970049,1,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,2014,0.0864208774238053,0.880485352048814,0.0206363754386441,0.066559577119007,0.0229616008401814,0.538580333631091,0.145326587596085,1,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,2015,0.0776733265898904,0.858211379095946,0.0207871268293136,0.0574429978006477,0.0217151235627651,0.538330905075214,0.142261899238115,1,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,2016,0.0715542627307333,0.834859584859585,0.0188536953242836,0.0614989585577821,0.0217266393736982,0.529339941104647,0.131886087768441,1,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,2017,0.0682522181970914,0.843556104097973,0.0181604262794279,0.0579240136779855,0.0250458959588318,0.548944070190478,0.125229479794159,1,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,2018,0.0649901642123599,0.840882968670918,0.0171201711352253,0.0531057735699463,0.0349883109122807,0.544105633118057,0.126572915723049,1,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,2019,0.0581014565544952,0.859628327473631,0.0180010045203415,0.0492616775489704,0.0478955298844802,0.557709693621296,0.128658965344048,1,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,2020,0.0634610516708439,0.94006139321965,0.0202326667546089,0.0598958240488864,0.0409109869619626,0.61607133307426,0.139489530709088,1,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,2021,0.0796638847927453,0.96899498200509,0.0201649208381636,0.0580052661147177,0.0510346761953524,0.618390905703685,0.141735328360426,1,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1995,0.230636977397576,0.58008694315148,0.0349449965753903,0.104834989726171,0.0104834989726171,0.160746984246796,0.0384394962329294,1,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1996,0.201088595830944,0.589678720206958,0.0326089614860991,0.127718432487221,0.0135870672858746,0.16576222088767,0.0489134422291486,1,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1997,0.194620173583701,0.656023057023711,0.0349878963745979,0.146511816068629,0.0131204611404742,0.159632277209103,0.107150432647206,1,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1998,0.192140285936115,0.629357467198908,0.0450941487401087,0.13724306138294,0.0196061516261342,0.150967367521233,0.0843064519923771,1,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1999,0.160905509626588,0.62327766372598,0.042538238177144,0.146109600695408,0.0092474430819878,0.172002441324974,0.0906249422034807,1,,,,,,,,,,,,,,,,,,,,,,,,,
EST,2000,0.145828101075077,0.531462412806948,0.034026556917518,0.158790598948417,0.0081015611708376,0.132865603201737,0.0502296792591932,1,,,,,,,,,,,,,,,,,,,,,,,,,
EST,2001,0.137396648380509,0.725626049259561,0.0329179470078302,0.186057961348605,0.0644046789283634,0.190351606610496,0.114497206983757,1,,,,,,,,,,,,,,,,,,,,,,,,,
EST,2002,0.144453620161123,0.617443349892235,0.037072168005952,0.175134035062601,0.012783506208949,0.130391763331279,0.118886607743225,1,,,,,,,,,,,,,,,,,,,,,,,,,
EST,2003,0.186404587153865,0.714741515160525,0.0365947655762189,0.190978932850892,0.0125794506668252,0.158958512971701,0.129225265941023,1,,,,,,,,,,,,,,,,,,,,,,,,,
EST,2004,0.151368401028078,0.697521956088845,0.0470469354546728,0.123753895435118,0.059320049051544,0.200460855415563,0.11557181970387,1,,,,,,,,,,,,,,,,,,,,,,,,,
EST,2005,0.26976348090101,0.926540583094645,0.0555395401855021,0.146342280488783,0.0634737602120024,0.273289800912788,0.11813172039456,1,,,,,,,,,,,,,,,,,,,,,,,,,
EST,2006,0.263101069870653,0.792251120758969,0.0493775117124195,-0.0434816894183992,0.115705512520147,0.25646826978988,0.151817424071021,1,,,,,,,,,,,,,,,,,,,,,,,,,
EST,2007,0.192057595329159,0.854808725877719,0.0621900784875373,0.125599570278752,0.0884074645165971,0.232907941002346,0.153646076263327,1,,,,,,,,,,,,,,,,,,,,,,,,,
EST,2008,0.261763249282257,1.07533546314343,0.0764228336984981,0.132386011131257,0.0812368704669074,0.232879028671801,0.290647469892713,1,,,,,,,,,,,,,,,,,,,,,,,,,
EST,2009,0.221485352954247,0.770599199256149,0.0672239889158257,0.0014152418719121,0.0580249167483969,0.251913053200357,0.169829024629454,1,,,,,,,,,,,,,,,,,,,,,,,,,
EST,2010,0.169593856632137,-0.258461037507377,0.132283208173067,0.0902239317282971,-1.02366851863158,0.198085624546336,0.174342484617837,1,,,,,,,,,,,,,,,,,,,,,,,,,
EST,2011,0.16729376845703,-0.172090722391282,0.0917417439925647,0.132515852433705,-1.03314395358947,0.344181444782563,0.125920040774108,1,,,,,,,,,,,,,,,,,,,,,,,,,
EST,2012,0.219906690354078,0.883533733072348,0.0792557107367488,0.113860316833076,0.155162588625466,0.165767225977566,0.149581200545413,1,,,,,,,,,,,,,,,,,,,,,,,,,
EST,2013,0.176618838567209,0.666286636511027,0.102586990065984,0.0211519567146358,0.0745606474190911,0.166571659127757,0.124267745698485,1,,,,,,,,,,,,,,,,,,,,,,,,,
EST,2014,0.123202896215776,0.683352096419484,0.0967666472302044,0.0209494803281886,0.200516454569805,0.15512591385873,0.0857931099154389,1,,,,,,,,,,,,,,,,,,,,,,,,,
EST,2015,0.118751202658864,0.72462468561225,0.0969397572725418,0.0950009621270909,0.137169756540647,0.200665297554161,0.076582408245308,1,,,,,,,,,,,,,,,,,,,,,,,,,
EST,2016,0.106676966511709,0.592241089944317,0.0901236441219612,0.0703516201564289,0.0689721766239499,0.181626731776401,0.0744899507538659,1,,,,,,,,,,,,,,,,,,,,,,,,,
EST,2017,0.200137368919464,0.735515320158952,0.0801388626071648,0.0654537307157995,0.0977610208768031,0.221116128764271,0.0709082082754494,1,,,,,,,,,,,,,,,,,,,,,,,,,
EST,2018,0.0883073032453512,0.745791809941089,0.0674837470215566,0.087150439010696,0.200137512595359,0.231372846931051,0.0713399611370742,1,,,,,,,,,,,,,,,,,,,,,,,,,
EST,2019,0.105889738527981,0.674596871642548,0.0727541740906539,0.0522245309066575,0.126059212533311,0.252118425066622,0.0655507905173218,1,,,,,,,,,,,,,,,,,,,,,,,,,
EST,2020,0.0888404069473198,0.67067225244657,0.0811943063493948,0.0779174060931412,0.103040308057752,0.249408519503746,0.0702713054952161,1,,,,,,,,,,,,,,,,,,,,,,,,,
EST,2021,0.0788680651755514,0.554620587363555,0.0636032783673802,0.0381619670204281,0.0473844423836982,0.272858064196061,0.0534267538285993,1,,,,,,,,,,,,,,,,,,,,,,,,,
ETH,2002,,0.0052186387864688,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
ETH,2014,0.0014411400740398,,0.0,0.0,0.0018823468649976,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
ETH,2015,0.0038587996913067,,0.0,0.0,0.0058915784023599,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
ETH,2016,0.0041455857190855,,0.0036644562309157,0.0180682665939746,0.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
ETH,2017,0.0032086185555364,,0.0042756830767345,0.0138274203280918,0.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
ETH,2018,0.0118026767181,,0.0023283736913969,0.0455086443179995,0.0036254696985727,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
ETH,2019,0.0149509534156878,,0.0019427016651156,0.0430395268551888,0.0027773571888099,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
ETH,2020,0.0083992178799919,,0.0,0.0255137807993949,0.0007680480796241,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
FIN,1995,,0.305431815645009,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
FIN,1996,,0.328164336863141,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
FIN,1997,,0.332108982284513,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
FIN,1998,,0.332851901655129,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
FIN,1999,,0.309653629172051,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
FIN,2000,,0.312953489394761,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
FIN,2001,0.0331885941864646,0.300080205769284,0.0366457394142213,0.0926514921038803,0.058080039826313,0.0795143402384047,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
FIN,2002,0.0249181741039559,0.297671160917528,0.0383874574033916,0.0949584472610212,0.0619587031774039,0.0774483789717549,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
FIN,2003,0.0296542316588577,0.302473162920349,0.0375620267678864,0.100824387640116,0.0593084633177154,0.0751240535357729,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
FIN,2004,0.0233059121430101,0.284710061855151,0.0371634815253405,0.0938535380894191,0.0560601670467,0.0743269630506809,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
FIN,2005,0.0376471731223472,0.313928846842799,0.0394688105314931,0.0910818704572917,0.0576851846229514,0.0880458081087153,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
FIN,2006,0.0352811211299213,0.314059815959791,0.035859500164838,0.0873352342724281,0.058416282526591,0.0971676778660127,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
FIN,2007,0.0326077659938419,0.319128463906945,0.0342114266164899,0.0791139240506329,0.0865976736229901,0.0865976736229901,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
FIN,2008,0.0334594497207423,0.305767894371091,0.0329446889558078,0.0813322008596505,0.074640310915502,0.0833912439193885,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
FIN,2009,0.0385150786532928,0.340583338376975,0.0352137861972962,0.101239635317227,0.0726284340319235,0.0929864041772354,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
FIN,2010,0.0372057424405904,0.276385515272957,0.0372057424405904,0.0962034197392409,0.0706909106371218,0.0350797000154138,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
FIN,2011,0.0409095041364054,0.242426691178699,0.0343437812503157,0.0707077849271205,0.0676774512873867,0.0287881695774705,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
FIN,2012,0.0437730368041704,0.246720752896233,0.0353168819670011,0.0701363430612275,0.0686440804429035,0.0288504106209305,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
FIN,2013,0.0455166135639508,0.255480347100885,0.0411117799932459,0.0665619295128743,0.0743927447496831,0.0278972792811312,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
FIN,2014,0.0430165734640908,0.251816121065071,0.0352832568862767,0.0666998554836465,0.0782998303503676,0.0285166048806894,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
FIN,2015,0.0383187075714928,0.236062161458949,0.036899496179956,0.0562953851976252,0.0685952172576105,0.0359533552522648,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
FIN,2016,0.0321812447705477,0.226647909598286,0.0321812447705477,0.0473524030195202,0.0804531119263693,0.0344799051113011,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
FIN,2017,0.0296065859187542,0.200175871958144,0.0304903646028961,0.0481659382857345,0.0693766267051405,0.0225363564456189,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
FIN,2018,0.0316968071891785,0.197890877316223,0.0312684719568923,0.0419768527640473,0.0693903076303638,0.0235584377757408,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
FIN,2019,0.0333530672314453,0.193447789942383,0.0296008471679077,0.0383560273161621,0.0687907011648559,0.0233471470620117,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
FIN,2020,0.0579863605995285,0.22816372322858,0.0306739443751129,0.0415989108648792,0.0747940013530151,0.023110506036044,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
FIN,2021,0.0596585146620743,0.230281866595607,0.0330110447796811,0.040965513401291,0.0727833878877306,0.0238634058648297,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
FJI,2004,,0.257365194852915,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
FJI,2005,,0.249286063831051,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
FJI,2006,,0.0575727212322899,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
FRA,1995,0.042026705016035,0.589440954531538,0.0045145874528943,0.125341364373995,0.0297141937808685,0.242966888373952,0.144877215533793,1,,,,,,,,,,,,,,,,,,,,,,,,,
FRA,1996,0.0447987887557436,0.600351682470018,0.0081452343192261,0.125692145279038,0.030504701077886,0.25505763152557,0.13607332627413,1,,,,,,,,,,,,,,,,,,,,,,,,,
FRA,1997,0.0471852454058202,0.642183454687081,0.0076579332707806,0.126936045427788,0.028001735798208,0.287443232668898,0.144959262115585,1,,,,,,,,,,,,,,,,,,,,,,,,,
FRA,1998,0.0455656352263784,0.624382348938084,0.0071011379573576,0.1069608904827,0.0269991182753703,0.292034298496334,0.145795238687,1,,,,,,,,,,,,,,,,,,,,,,,,,
FRA,1999,0.0472519966109897,0.637545066056435,0.0067808756465921,0.112205647541504,0.0254818169035096,0.287009483946812,0.158958000683798,1,,,,,,,,,,,,,,,,,,,,,,,,,
FRA,2000,0.0527531389808499,0.696070905629369,0.0133911814336004,0.105573910191163,0.0332074246661504,0.315707247131548,0.175302738767132,1,,,,,,,,,,,,,,,,,,,,,,,,,
FRA,2001,0.0583799245871798,0.746001820309453,0.0171629176960083,0.129176960083214,0.04680795735275,0.311988037966454,0.182486022623846,1,,,,,,,,,,,,,,,,,,,,,,,,,
FRA,2002,0.0559254176614736,0.758079113053106,0.0149260405245149,0.112669563284208,0.0438964145383413,0.349596839458153,0.181064837586415,1,,,,,,,,,,,,,,,,,,,,,,,,,
FRA,2003,0.0531684600034587,0.8081360621979,0.0122036026997558,0.122833247274427,0.040658234120292,0.390147338572093,0.18900253025451,1,,,,,,,,,,,,,,,,,,,,,,,,,
FRA,2004,0.0575697806186433,0.837431976990867,0.0132040781235421,0.114728767695665,0.0443657024951013,0.405629279955212,0.201816998519383,1,,,,,,,,,,,,,,,,,,,,,,,,,
FRA,2005,0.0577607515693087,0.867883606422769,0.0215187113689581,0.104309121951634,0.0459254603163817,0.414631591167135,0.223737970049351,1,,,,,,,,,,,,,,,,,,,,,,,,,
FRA,2006,0.0575710534474726,0.895706032678066,0.0255390387473751,0.112544916513856,0.0569758639851397,0.42042019293878,0.222546750779563,1,,,,,,,,,,,,,,,,,,,,,,,,,
FRA,2007,0.0575884946635348,0.869235999505501,0.0243643631268801,0.090658095355833,0.0569703712861087,0.412803395557753,0.226902789796843,1,,,,,,,,,,,,,,,,,,,,,,,,,
FRA,2008,0.0584727812967406,0.893152912596994,0.0207289774039089,0.0839197341872534,0.070518676156155,0.42200784990815,0.237504893644787,1,,,,,,,,,,,,,,,,,,,,,,,,,
FRA,2009,0.0702842665493369,0.99188090199347,0.0161121904213028,0.0908376376636911,0.0922319618347654,0.463638607700181,0.258776237824193,1,,,,,,,,,,,,,,,,,,,,,,,,,
FRA,2010,0.0756782601417639,0.993991346616956,0.0170902560982394,0.0866039957118994,0.0938711134076317,0.478627406856851,0.242120314400571,1,,,,,,,,,,,,,,,,,,,,,,,,,
FRA,2011,0.0800633899946997,0.991367437033885,0.018121143487878,0.0772456250555658,0.0772942072096888,0.498598647764322,0.239947259213484,1,,,,,,,,,,,,,,,,,,,,,,,,,
FRA,2012,0.0857428461454497,1.00579087362912,0.0170911200859439,0.0788968232538812,0.0810032918359023,0.507658928267085,0.235349989754903,1,,,,,,,,,,,,,,,,,,,,,,,,,
FRA,2013,0.0866242928713497,1.02262953378277,0.0176176996952091,0.0914892340740482,0.087332779454267,0.513794469931593,0.225771057756299,1,,,,,,,,,,,,,,,,,,,,,,,,,
FRA,2014,0.085079066781718,1.02313508685833,0.0325151818919742,0.087497935820892,0.0788458273346156,0.52517368177452,0.214023393254612,1,,,,,,,,,,,,,,,,,,,,,,,,,
FRA,2015,0.085788416471376,1.00448865373139,0.0351614241422978,0.0874714341858197,0.0792382934746219,0.513502350766364,0.203326734690907,1,,,,,,,,,,,,,,,,,,,,,,,,,
FRA,2016,0.0766294157588931,0.945021527405087,0.0357186178595775,0.0804340304431839,0.0721086383105004,0.489004887363263,0.191081177496913,1,,,,,,,,,,,,,,,,,,,,,,,,,
FRA,2017,0.0748288599982065,0.934903680152113,0.0352161417908953,0.0775277484914519,0.0687781261181887,0.485712867865031,0.192839935888339,1,,,,,,,,,,,,,,,,,,,,,,,,,
FRA,2018,0.0792533848769478,0.963438505212613,0.0357126838420416,0.0792533848769478,0.0769261365223124,0.493715160034291,0.198493127847177,1,,,,,,,,,,,,,,,,,,,,,,,,,
FRA,2019,0.0804468265347355,0.995473071235029,0.0361005646866738,0.0761803961626741,0.101163627860611,0.495234110110825,0.20634754587951,1,,,,,,,,,,,,,,,,,,,,,,,,,
FRA,2020,0.0853356470507247,1.03792565537647,0.0329479591098942,0.0778888021533505,0.112438698828378,0.523617105749094,0.205697442485029,1,,,,,,,,,,,,,,,,,,,,,,,,,
FRA,2021,0.0840795510208002,1.04100969095863,0.0332556434546811,0.0739147695075764,0.121617208734989,0.525607245648353,0.202535272592227,1,,,,,,,,,,,,,,,,,,,,,,,,,
FSM,2008,0.0,0.242610777473161,0.0,0.242610777473161,0.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
FSM,2009,0.0,0.219873678774947,0.0,0.219873678774947,0.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
FSM,2010,0.0,0.221884220711096,0.0,0.221884220711096,0.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
FSM,2011,0.0,0.202287876760799,0.0,0.202287876760799,0.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
FSM,2012,0.0,0.224059130017017,0.0,0.224059130017017,0.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
FSM,2013,0.0,0.155847827672575,0.0,0.155847827672575,0.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
FSM,2014,0.0,0.207865184750079,0.0,0.207865184750079,0.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
FSM,2015,0.0,0.54727229299667,0.0,0.54727229299667,0.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
FSM,2016,0.0,0.199439269759066,0.0,0.199439269759066,0.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
FSM,2017,0.0,0.144624547776149,0.0,0.144624547776149,0.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
FSM,2018,0.0,0.496820499719637,0.0,0.496820499719637,0.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
FSM,2019,0.0,0.506439602389079,0.0,0.506439602389079,0.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
FSM,2020,0.0,0.420013642470663,0.0,0.420013642470663,0.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,1995,0.0111341868761925,0.486153759604701,0.0131266203171954,0.0200415363771466,0.0108997829419569,0.43095163309221,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,1996,0.0104259150935424,0.43701046213143,0.0117428727895688,0.0187666471683763,0.0102064221442047,0.385868604935738,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,1997,0.0099728633140349,0.436391503120456,0.0110226383997229,0.0171113338967126,0.0093429982626222,0.388941669247364,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,1998,0.0107180277226295,0.463579741124572,0.0115193755897419,0.0350589691861711,0.0107180277226295,0.3955653409034,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,1999,0.0176588577406259,0.538499189036153,0.019770242905266,0.0472182500455867,0.0173709415818114,0.436480896762863,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,2000,0.0203004096495221,0.584160218479745,0.0213928083750569,0.0710059171597633,0.022212107419208,0.449248975876195,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,2001,0.0245178949986121,0.619251976536375,0.0254810980164147,0.0610320457644023,0.0351131281944409,0.472582426098248,0.0005253834642559,1,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,2002,0.0287313834077101,0.667374590031722,0.0306636109468251,0.0912347438034303,0.0215065326092801,0.494062180762407,0.00117613850207,1,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,2003,0.0259529988809257,0.703350079763804,0.031508686714763,0.117463114201132,0.0169051644086764,0.51025024405343,0.0012698715048771,1,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,2004,0.02487157874047,0.692246342025786,0.034472461719314,0.0821744865984525,0.016707048333264,0.532055231536255,0.001965535098031,1,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,2005,0.0290071274656058,1.37655252433455,0.0372234320433021,0.112170419017244,0.0200763616202838,1.17443143172322,0.0036437524648913,1,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,2006,0.0292539828078677,0.849990722695267,0.0362966082986507,0.0989353446349414,0.0118505717392983,0.670945513102669,0.0027087021118396,1,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,2007,0.0401940134108872,0.905331503990415,0.0412890426224017,0.107506103177517,0.0114655999793877,0.704039369520828,0.0008373752793934,1,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,2008,0.0328381137287084,0.8495376393587,0.0314620403915054,0.0990147314905626,0.0129475991273193,0.672274374011729,0.0010007806088749,1,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,2009,0.030440813810111,0.972821619399918,0.0348078503904644,0.137561652281134,0.0180461364570489,0.750295417180436,0.0016697492807233,1,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,2010,0.0352314701385378,0.958817016551968,0.0485052986766489,0.126535561765171,0.031199699788177,0.716414577641042,0.0009304085423909,1,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,2011,0.030607801455398,0.873610145258277,0.0349204466702486,0.110391737930134,0.0154536453532146,0.681577637497013,0.0006588763522688,1,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,2012,0.0254450708889218,0.818889769977721,0.0389809191015218,0.107531566701813,0.0094692843719046,0.63664961614542,0.000813312768139,1,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,2013,0.02866456050927,0.769816329318994,0.0344643937640639,0.08593791390036,0.0094247290390401,0.61132473210626,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,2014,0.0269166521867515,0.797425808645522,0.0319268805145824,0.0939684312975106,0.0262237482690727,0.618390096377605,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,2015,0.029040745923444,0.76901135379483,0.0406673790778478,0.0861921071179798,0.0237700055601143,0.589341116115444,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,2016,0.0286615644453789,0.739349352734601,0.0331740252836652,0.0919847786266053,0.006049672772208,0.579479311606743,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,2017,0.0265599436948267,0.712207035953199,0.0399591253433838,0.084925062334805,0.0027179834660774,0.558044921114106,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,2018,0.0216613471426338,0.663131559341054,0.0204196138669414,0.0815404851037997,0.0027134171579944,0.536796696069684,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,2019,0.0189776626702724,0.642003686455314,0.0175144316699944,0.0777286043481018,0.0058972643344538,0.521885723432492,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,2020,0.0179503074106403,0.708014068204658,0.026832454341812,0.0884029388280495,0.006138447093794,0.568689920530362,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,
