Country,Year,Environment_Expenditure,CO2 emissions_Foreign_control,CO2_emissions_Domestic_control,Taxes_Environment,Fossil_Fuel_Subsidies,G7_dummy,Temperature_Change
HRV,2019,0.143647204944836,,,4.09,2.11005324172041,1.0,2.082
HRV,2020,0.173240419407786,,,3.91,1.22090545098768,1.0,1.989
HRV,2021,0.201477394379771,,,3.79,1.43992676085708,1.0,1.582
HUN,1995,0.776495022773132,,,2.83,,0.0,0.631
HUN,1996,0.389607016267908,,,2.85,,0.0,-0.34
HUN,1997,0.67154447986091,,,2.89,,0.0,-0.148
HUN,1998,0.790045368979906,,,3.35,,1.0,1.081
HUN,1999,0.731124929602856,,,3.17,,1.0,0.603
HUN,2000,0.643280287408065,,,2.89,,1.0,1.733
HUN,2001,0.734685395520401,,,2.68,,1.0,1.391
HUN,2002,0.852748665685549,,,2.61,,1.0,1.423
HUN,2003,0.639653020509087,,,2.64,,1.0,0.71
HUN,2004,0.616393144580962,,,2.91,,1.0,0.543
HUN,2005,0.594052424451262,2.0708055072956064,1.4419560260221727,2.8,,1.0,0.236
HUN,2006,0.699304610459018,2.143891974602672,1.3041676475655972,2.95,,1.0,0.699
HUN,2007,0.605302386810601,2.1024975407875854,1.0421812906193615,2.9,,1.0,2.142
HUN,2008,0.641380971302696,2.0193473964666877,1.0136865095239056,2.99,,1.0,1.495
HUN,2009,0.594453211291565,2.2359439654638282,1.135111896942637,2.89,,1.0,1.613
HUN,2010,0.579120106360369,1.8132249772663744,0.9804117452733891,2.86,,1.0,0.806
HUN,2011,0.707275030883461,1.5535737630706976,0.7931369496333488,2.75,,1.0,0.891
HUN,2012,0.689745670612098,1.5042191213144758,0.8178471711305288,2.86,,1.0,1.727
HUN,2013,0.908635327022091,1.3642953914588312,0.7221585145624166,2.72,,1.0,1.159
HUN,2014,1.15842935066812,1.4881472052432736,0.7608611281461919,2.37,,1.0,2.229
HUN,2015,1.19021459950283,1.5829118570088234,0.8842826776292388,2.73,2.307626039819,1.0,2.067
HUN,2016,0.495335168808031,1.5505815060266621,0.8889772815745844,2.8,2.66324137301729,1.0,1.89
HUN,2017,0.654694779136709,,,2.69,3.37461285927738,1.0,1.336
HUN,2018,0.627229132745624,,,2.56,3.05368054551796,1.0,2.524
HUN,2019,0.720352631704074,,,2.46,3.04680409951141,1.0,2.353
HUN,2020,0.759874972354483,,,2.44,2.42425036983762,1.0,1.99
HUN,2021,0.712488185136317,,,2.27,2.07081864219767,1.0,1.43
IDN,2008,0.273570314213606,0.366600205732652,0.34539556101476465,,,1.0,0.223
IDN,2009,0.381287143124493,0.40673629351370216,0.3561107546482631,,,1.0,0.563
IDN,2010,0.220625092482545,0.4177649171738905,0.3699073133988058,,,1.0,0.766
IDN,2011,0.235165275189658,0.3692231021206358,0.333545023371458,,,1.0,0.306
IDN,2012,0.241267559721901,0.44663140584065975,0.35870756572940315,,,1.0,0.459
IDN,2013,0.268334804434968,0.4160450785711274,0.33322716646774275,,,1.0,0.799
IDN,2014,0.225889457546246,0.3446241369441894,0.2879520374731493,,,1.0,0.812
IDN,2015,0.212113662950172,0.37265559681569765,0.2940234921247339,,10.5576763309601,1.0,0.841
IDN,2016,0.257812175327581,0.3760771656296365,0.28487717218193387,,9.20072794535377,1.0,1.488
IDN,2017,0.194048414010937,,,,11.0906183602116,1.0,1.055
IDN,2018,0.212311610303027,,,,13.6850711657645,1.0,0.973
IDN,2019,0.227494631293451,,,,13.4468424106718,1.0,1.118
IDN,2020,0.274130181088062,,,,11.7788419383544,1.0,1.322
IDN,2021,0.33365304619877,,,,12.529141967562,1.0,1.11
IRL,1995,0.541858142941437,,,2.95,,0.0,1.198
IRL,1996,0.546995864797911,,,2.99,,0.0,-0.006
IRL,1997,0.597891930835735,,,2.9,,0.0,0.977
IRL,1998,0.613231216819386,,,2.89,,1.0,0.937
IRL,1999,0.56378097013719,,,2.92,,1.0,1.077
IRL,2000,0.742092796047781,,,2.74,,1.0,0.577
IRL,2001,0.815256902751272,,,2.28,,1.0,0.551
IRL,2002,0.797080104119178,,,2.27,,1.0,0.83
IRL,2003,0.806654210486547,,,2.27,,1.0,1.024
IRL,2004,0.883337919735823,,,2.45,,1.0,0.9
IRL,2005,0.877021361549212,0.49545973823230083,0.7861071876956366,2.48,,1.0,1.175
IRL,2006,0.940664409786065,0.5341138867919292,0.787927853306874,2.42,,1.0,1.159
IRL,2007,1.01272745724869,0.40713468580128864,0.6355599289524112,2.45,,1.0,1.345
IRL,2008,1.07015158877207,0.40463106833575785,0.6508624818601743,2.3,,1.0,0.836
IRL,2009,1.05328311280741,0.4430680022996891,0.625771466105165,2.26,,1.0,0.804
IRL,2010,0.956523011852418,0.3658468718977291,0.5431167900202536,2.44,,1.0,-0.104
IRL,2011,0.750001164808797,0.33475638319806306,0.4819863415469253,2.45,,1.0,0.559
IRL,2012,0.717022463912536,0.38897933384407973,0.5386502985411908,2.38,,1.0,0.705
IRL,2013,0.580138974796191,0.34509945467813213,0.5220778670234207,2.48,,1.0,0.568
IRL,2014,0.579346951328908,0.327146555566368,0.5091945957103823,2.39,,1.0,1.357
IRL,2015,0.454149428084692,0.3233825580569426,0.5183431060351399,1.92,1.3233439234788,1.0,0.449
IRL,2016,0.453531749850114,0.3507757169659728,0.523810688324199,1.88,1.81911346705517,1.0,1.04
IRL,2017,0.410833448077834,,,1.68,1.61416906668561,1.0,1.264
IRL,2018,0.396313270938766,,,1.56,1.5703296403798,1.0,0.783
IRL,2019,0.379490335150895,,,1.39,2.04585757900771,1.0,1.201
IRL,2020,0.384454022680213,,,1.18,1.77543559726773,1.0,1.075
IRL,2021,0.347995814986758,,,1.13,1.63630360938641,0.0,1.019
IRN,2001,0.330689985265467,,,,,1.0,1.525
IRN,2002,0.778689741214992,,,,,1.0,1.716
IRN,2003,0.251720345312746,,,,,1.0,0.943
IRN,2004,0.186833087156476,,,,,1.0,1.528
IRN,2005,0.400135881504805,,,,,1.0,0.828
IRN,2006,0.428643678323145,,,,,1.0,1.847
IRN,2007,0.449854103089297,,,,,0.0,0.874
IRN,2008,0.0340661714568346,,,,,0.0,1.136
IRN,2009,0.0294949092873953,,,,,0.0,1.177
ISL,2000,0.0,,,3.5,,1.0,0.274
ISL,2001,0.669750109064317,,,2.91,,1.0,0.584
ISL,2002,0.68065481231753,,,2.55,,1.0,0.784
ISL,2003,0.690433452542459,,,2.82,,1.0,1.784
ISL,2004,0.690057688134236,,,2.93,,1.0,1.235
ISL,2005,0.659709709387794,0.9398508111618247,0.9726688124988446,3.16,,1.0,0.448
ISL,2006,0.627888218731263,0.8415766149092152,0.9696749554753507,2.87,,1.0,1.032
ISL,2007,0.59981703497559,0.6633293034260381,0.8182615790441707,2.76,,1.0,1.101
ISL,2008,0.622721313727889,0.585507236600574,0.7457063214675335,2.11,,1.0,0.753
ISL,2009,0.624659282009259,0.6408475627601339,0.7722634627727631,1.93,,1.0,0.907
ISL,2010,0.596159238251013,0.6455603719833531,0.7410725025031392,2.2,,1.0,1.147
ISL,2011,0.564531611088525,0.5583492420977267,0.6762758314050431,2.2,,1.0,0.959
ISL,2012,0.578572486105781,0.6043662818394031,0.6876506218101307,2.28,,1.0,0.667
ISL,2013,0.512424675310459,0.5567408206697799,0.6464639151718716,2.31,,1.0,0.687
ISL,2014,0.616372354988406,0.5278520323161675,0.6285262566921499,2.29,,1.0,1.66
ISL,2015,0.554508628445129,0.5691461282163877,0.718011577067768,2.25,0.130387334798767,1.0,0.419
ISL,2016,0.55296724398796,0.5600588308168989,0.7544899618586709,2.18,0.115743703962083,1.0,1.411
ISL,2017,0.608687720720019,,,2.32,0.109606045155762,1.0,1.694
ISL,2018,0.646432813533571,,,2.22,0.120091100911272,1.0,0.82
ISL,2019,0.610688076057221,,,1.98,0.12306216177759,1.0,1.339
ISL,2020,0.803501999026617,,,1.98,0.114372123361797,1.0,0.786
ISL,2021,0.732917059023041,,,1.79,0.0866521107841475,1.0,0.921
ISR,2000,0.526544980754331,,,,,1.0,0.25
ISR,2001,0.576677397283892,,,,,1.0,0.855
ISR,2002,0.583180124973427,,,,,1.0,0.729
ISR,2003,0.609082081380862,,,,,1.0,0.559
ISR,2004,0.552664833263742,,,,,1.0,0.556
ISR,2005,0.58214745170394,1.365993887198671,1.062302205902479,,,1.0,0.199
ISR,2006,0.56884600077652,1.1994766144309623,0.9374471167459304,,,1.0,0.593
ISR,2007,0.56456122743743,1.0470859038805476,0.81678112186747,,,1.0,0.521
ISR,2008,0.604641646449672,1.1403431707333265,0.7493629837548598,,,1.0,0.724
ISR,2009,0.56388819915721,1.1116700952450569,0.7489750089052316,,,1.0,0.824
ISR,2010,0.608519208391311,0.9516188204380026,0.8260283096007431,,,1.0,2.321
ISR,2011,0.575421631458478,0.8533332058754712,0.7321225705186915,,,1.0,0.578
ISR,2012,0.578774694134139,1.0159649768511683,0.7930163491683396,,,1.0,1.035
ISR,2013,0.571285042248577,0.9425369430435545,0.6948149016678654,,,1.0,1.108
ISR,2014,0.564862603506797,0.9054321210419098,0.6117210517892507,,,1.0,0.871
ISR,2015,0.562604272905349,0.9256290972989523,0.6694327063820189,2.74335747043341,1.18861364381807,1.0,1.331
ISR,2016,0.546705641927552,1.0125042291148822,0.6657804734956017,3.03248979139135,1.04718201155057,1.0,1.607
ISR,2017,0.543050962840002,,,2.66697400652721,0.941550077575234,1.0,0.735
ISR,2018,0.539779304417469,,,2.65372812605829,0.959388861594251,1.0,2.003
ISR,2019,0.541610628089203,,,2.55989005116836,0.955548045721817,1.0,1.212
ISR,2020,0.584158157213555,,,2.33556021974761,0.920824617949844,1.0,1.451
ISR,2021,0.540425680512951,,,,0.956048781652519,1.0,1.786
ITA,1995,0.594995360452844,,,3.58,,0.0,0.418
ITA,1996,0.609634831030948,,,3.46,,0.0,0.233
ITA,1997,0.653448777781643,,,3.48,,0.0,0.931
ITA,1998,0.706761252729711,,,3.33,,1.0,0.969
ITA,1999,0.732928335045173,,,3.39,,1.0,0.918
ITA,2000,0.766161933060709,,,3.09,,1.0,1.243
ITA,2001,0.741179231032299,,,2.96,,1.0,1.533
ITA,2002,0.77933196520075,,,2.94,,1.0,0.913
ITA,2003,0.764254212217312,,,3.0,,1.0,1.526
ITA,2004,0.753622310250021,,,2.85,,1.0,0.746
ITA,2005,0.751187036198913,0.7468286973130787,0.7462053280443214,2.91,,1.0,0.563
ITA,2006,0.691124482912525,0.7826170360298755,0.7575494636758772,2.88,,1.0,0.84
ITA,2007,0.744779668573976,0.6097684530761573,0.606184963350834,2.73,,1.0,1.552
ITA,2008,0.78176758977077,0.5498159561115838,0.5307637930877627,2.58,,1.0,1.133
ITA,2009,0.837530496000649,0.5558262714430027,0.5141562004992996,2.81,,1.0,1.234
ITA,2010,0.835547412955795,0.49995709959787304,0.47705965245273585,2.82,,1.0,0.755
ITA,2011,0.851247849894102,0.4507906122262433,0.4341436507751396,3.07,,1.0,1.253
ITA,2012,0.859539055098042,0.4442047219882688,0.41895401626053413,3.5,,1.0,1.543
ITA,2013,0.923701751666408,0.4294775857463999,0.4062517471972696,3.46,,1.0,1.006
ITA,2014,0.899776023792479,0.4450906559243772,0.4304025215224857,3.6,,1.0,1.638
ITA,2015,0.902283800151629,0.4767416536012968,0.4205411756933536,3.43,2.08067452563946,1.0,1.704
ITA,2016,0.903946606470392,0.4382285796244138,0.4133734991394263,3.55,1.75541203140929,1.0,1.716
ITA,2017,0.87141892199266,,,3.38,2.3711472009856,1.0,1.606
ITA,2018,0.863107015898805,,,3.35,2.45874630854811,1.0,1.834
ITA,2019,0.897567839397362,,,3.3,2.72533947600174,1.0,1.698
ITA,2020,0.981858342989571,,,3.1,2.12207106392295,1.0,1.902
ITA,2021,0.955709445854115,,,3.05,1.35252884053777,1.0,1.569
JAM,2000,0.0,,,0.71,,1.0,0.408
JAM,2001,0.0,,,0.68,,1.0,0.661
JAM,2002,0.0,,,0.51,,1.0,0.943
JAM,2003,0.112786725679969,,,0.38,,1.0,1.119
JAM,2004,0.0616435936144927,,,0.31,,1.0,0.95
JAM,2005,0.0563375816643461,,,0.41,,1.0,1.037
JAM,2006,0.0711156953142531,,,0.38,,1.0,1.029
JAM,2007,0.0634427166136725,,,0.36,,1.0,0.939
JAM,2008,0.0691976692425841,,,0.33,,1.0,0.551
JAM,2009,0.0576542547000139,,,0.32,,1.0,0.819
JAM,2010,0.0617724110411353,,,0.46,,1.0,1.183
JAM,2011,0.0755335483189772,,,0.56,,1.0,0.578
JAM,2012,0.161552363740131,,,0.52,,1.0,0.719
JAM,2013,0.139571648828012,,,0.77,,1.0,0.988
JAM,2014,0.137805361297047,,,0.78,,1.0,1.212
JAM,2015,0.126006084316406,,,0.78,0.983521400963727,1.0,1.401
JOR,2000,0.0,,,,,1.0,0.375
JOR,2001,0.0,,,,,1.0,0.983
JOR,2002,1.07407469229918,,,,,1.0,0.666
JOR,2003,1.17018673067208,,,,,1.0,0.498
JOR,2004,0.433765190398574,,,,,1.0,0.62
JOR,2005,0.0695352410003035,,,,,1.0,0.103
JOR,2006,0.12926223364176,,,,,1.0,0.752
JOR,2007,0.039967777091818,,,,,1.0,0.516
JOR,2008,0.0379349860219227,,,,,1.0,0.732
JOR,2009,0.0275515425467295,,,,,1.0,0.549
JOR,2010,0.0171295085719821,,,,,1.0,2.625
JOR,2011,0.093024827164356,,,,,1.0,0.506
JOR,2012,0.0463034306482362,,,,,1.0,1.067
JOR,2013,0.263258450511791,,,,,1.0,1.002
JOR,2014,0.155570175135501,,,,,1.0,0.787
JOR,2015,0.159872786578282,,,,6.13951273162923,1.0,1.429
JOR,2016,0.0466040620626486,,,,5.00404219237345,1.0,1.641
JOR,2017,0.0591836734693878,,,,4.80575936284802,1.0,0.92
JOR,2018,0.0531463828150921,,,,4.87402607596977,1.0,1.972
JOR,2019,0.08988179134302,,,,4.69849458102824,1.0,1.281
JOR,2020,0.0167605322588121,,,,4.66888286254249,1.0,1.617
JPN,2005,1.28150260414955,0.3902956469667747,0.2798976104741351,1.66,,1.0,0.737
JPN,2006,1.17499068520631,0.33940524435376335,0.26896110193021644,1.63,,1.0,0.39
JPN,2007,1.11578069787658,0.26977719188232574,0.23296427781691784,1.6,,1.0,1.004
JPN,2008,1.11192409285068,0.2246343901525409,0.2102379376508611,1.53,,1.0,0.671
JPN,2009,1.37421141701674,0.20143557963829778,0.1802748669157426,1.6,,1.0,0.801
JPN,2010,1.14216627044931,0.24948972775626665,0.20911809558116146,1.52,,1.0,0.922
JPN,2011,1.19109721621658,0.206003881652765,0.1879069874122595,1.52,,1.0,0.596
JPN,2012,1.08413050966802,0.2624665523444543,0.22902719045940134,1.5,,1.0,0.395
JPN,2013,1.10296704977348,0.228403547103076,0.2067840520293676,1.46,,1.0,0.628
JPN,2014,1.15897674510048,0.21194656256611635,0.19647415129746568,1.39,,1.0,0.56
JPN,2015,1.13236696012488,0.24102842896081095,0.21710133493577383,1.35,3.75168205040379,1.0,0.833
JPN,2016,1.15727584049367,0.23598062968006167,0.2164323255141635,1.35,3.11875073678105,1.0,1.323
JPN,2017,1.13287034442108,,,1.33,3.5405129641522,1.0,0.796
JPN,2018,1.11237147221155,,,1.33,3.52365399441031,1.0,0.926
JPN,2019,1.11676994886622,,,1.28,3.6364940037806,1.0,1.272
JPN,2020,1.26161216463648,,,1.24,3.29818361889839,1.0,1.437
JPN,2021,1.16317989158604,,,1.27,3.35001488729686,1.0,1.27
KAZ,2000,0.0959169968075695,,,,,1.0,1.502
KAZ,2001,0.098257762436973,,,,,1.0,1.655
KAZ,2002,0.0841399207685871,,,,,1.0,2.255
KAZ,2003,0.0967812523037827,,,,,1.0,0.13
KAZ,2004,0.139092916170511,,,,,1.0,2.15
KAZ,2010,0.0966398055306497,,,,,1.0,1.306
KAZ,2011,0.11762903558787,,,,,1.0,0.746
KAZ,2012,0.0958656558015605,,,,,1.0,1.151
KAZ,2013,0.0636661688659389,,,,,1.0,1.621
KAZ,2014,0.0508525939895901,,,,,1.0,0.673
KAZ,2015,0.0440031841655919,,,1.7386179579661,16.8522563853846,1.0,1.609
KAZ,2016,0.172828882577284,,,1.26462732975454,22.4686055381733,1.0,2.24
KAZ,2017,0.239830912538806,,,1.97905767057272,18.1345453424418,1.0,1.757
KAZ,2018,0.286508656688015,,,1.60983080754079,26.1870706667608,1.0,0.641
KAZ,2019,0.317404924930813,,,1.36677984208074,29.3814905617059,1.0,1.487
KAZ,2020,0.485534831123796,,,,27.9966984421678,1.0,2.853
KAZ,2021,0.356967540590952,,,,26.4420575442029,0.0,1.465
KEN,2000,0.076845271452765,,,,,1.0,0.521
KEN,2001,0.0886557719905597,,,3.76,,1.0,0.602
KEN,2002,0.105736258051738,,,3.67,,1.0,0.734
KEN,2003,0.0835924424128606,,,3.38,,1.0,0.879
KEN,2004,0.0472468034776564,,,3.35,,0.0,0.648
KEN,2005,0.0347737226554175,,,3.32,,1.0,0.762
KEN,2006,0.175987200931001,,,2.67,,1.0,0.89
KEN,2007,0.204157299186023,,,2.72,,1.0,0.634
KEN,2008,0.21507962096303,,,2.42,,1.0,0.824
KEN,2009,0.170469345763659,,,2.11,,1.0,1.293
KEN,2010,0.155571758089953,,,2.1,,1.0,1.106
KEN,2011,0.136666025237016,,,1.88,,0.0,1.137
KEN,2012,0.185509741727658,,,1.62,,0.0,1.026
KEN,2013,0.446544772211321,,,1.56,,1.0,0.93
KEN,2017,0.133247085527387,,,2.15,1.36157106407485,1.0,1.5
KEN,2018,0.121334345439839,,,2.06,1.26127779757141,1.0,0.675
KEN,2019,0.0716638808803319,,,2.13,1.34990565458356,1.0,1.624
KEN,2020,0.105628057691866,,,1.83,1.09848740263467,1.0,1.344
KEN,2021,0.104025845919088,,,,1.37578107783138,1.0,1.421
KGZ,2014,0.166182673062237,,,0.17,,1.0,0.541
KGZ,2015,0.188181172405174,,,0.16,20.9435216367294,1.0,1.546
KGZ,2016,0.196187022811019,,,0.17,20.0522697843431,1.0,1.898
KGZ,2017,0.173655358583612,,,0.15,18.9870654033858,1.0,1.478
KGZ,2018,0.16902429566185,,,0.15,19.2792122554408,1.0,1.28
KGZ,2019,0.128993137972101,,,0.14,22.0226757965231,1.0,1.679
KGZ,2020,0.106792675488015,,,0.13,15.3055600896522,1.0,1.427
KGZ,2021,0.0952779073855014,,,,15.8971614495995,1.0,1.417
KHM,2018,0.13956593715678,,,0.0,1.87036627723779,1.0,0.787
KHM,2019,0.120492520833385,,,0.0,3.82834252423208,1.0,1.552
KHM,2020,0.120438463182503,,,0.0,3.42323952063956,1.0,1.401
KIR,2011,1.62460632321309,,,,,1.0,0.328
KIR,2012,1.38484913341839,,,,,1.0,0.428
KIR,2013,1.50151660177249,,,,,1.0,0.628
KIR,2014,1.58624983166356,,,,,1.0,0.768
KIR,2015,1.61235848953522,,,,2.7784285150681,1.0,0.902
KIR,2016,1.52994739186471,,,,3.02804186107129,1.0,1.229
KIR,2017,1.82015681533417,,,,2.80428381470219,1.0,1.041
KIR,2018,1.73591528291268,,,,3.33515013305822,1.0,0.947
KIR,2019,1.86971192102427,,,,3.83763625992121,0.0,0.949
KIR,2020,1.62876703649543,,,,4.162144781768,1.0,1.425
KIR,2021,2.08471785922679,,,,3.62728844747129,0.0,
KOR,2009,0.0,0.48536128195255623,0.6677312192816307,2.24,,1.0,0.95
KOR,2010,0.406135983121873,0.5600298912763848,0.7884130910571762,2.51,,1.0,0.498
KWT,2001,0.0560952122736324,,,,,1.0,1.27
KWT,2002,0.0431439887480477,,,,,1.0,1.604
KWT,2003,0.0420831141504471,,,,,1.0,1.564
KWT,2004,0.0399618649631494,,,,,1.0,1.519
KWT,2005,0.0296669251927291,,,,,0.0,0.724
KWT,2006,0.020360033254721,,,,,1.0,1.911
LBN,2000,0.0261156076391906,,,,,1.0,0.544
LBN,2001,0.0183407715698071,,,,,1.0,1.146
LBN,2002,0.0320454213615489,,,,,1.0,0.833
LBN,2003,0.0630753940937401,,,,,1.0,0.626
LBN,2004,0.0473383911217004,,,,,1.0,0.647
LBN,2005,0.0337112136266856,,,,,1.0,0.28
LBN,2006,0.0134702159703606,,,,,1.0,0.72
LBN,2007,0.0147246640126112,,,,,1.0,0.728
LBN,2008,0.0126595097614871,,,,,1.0,0.989
LBN,2009,0.0057598182329242,,,,,1.0,0.844
LBN,2010,0.0055271215101632,,,,,1.0,2.353
LBN,2011,0.0152182123276292,,,,,1.0,0.663
LBN,2012,0.0034707851289467,,,,,1.0,1.045
LBN,2013,0.0066180836020136,,,,,1.0,1.26
LBN,2014,0.0351262110500131,,,,,1.0,1.051
LBN,2015,0.0313976640962451,,,,16.0614213716919,1.0,1.383
LBN,2016,0.0329422091417212,,,,14.5846367017752,1.0,1.629
LBN,2017,0.0221904847798773,,,,16.9954636758921,1.0,1.023
LBN,2018,0.0398619580218171,,,,16.7887329982583,1.0,2.154
LBN,2019,0.0437518888723742,,,,17.1211676245984,1.0,1.412
LBN,2020,0.0226983671783768,,,,8.01836050685159,1.0,1.623
LBR,2005,0.0102532485405049,,,,,,1.108
LBR,2006,0.026188880164606,,,,,,1.119
LBR,2007,0.0062443707690611,,,,,,1.041
LBR,2008,0.0736778723303962,,,,,,1.131
LBR,2013,0.285271059242494,,,,,,0.983
LTU,1995,0.138360783702557,,,2.1,,0.0,1.515
LTU,1996,0.129757393525002,,,2.15,,0.0,-0.518
LTU,1997,0.144620555517641,,,2.48,,0.0,0.521
LTU,1998,0.17510310347211,,,2.8,,1.0,0.74
LTU,1999,0.0943621858920901,,,2.9,,1.0,1.49
LTU,2000,0.105037673951795,,,2.47,,1.0,2.026
LTU,2001,0.0913028144177188,,,2.56,,1.0,1.804
LTU,2002,0.104219359258088,,,2.84,,1.0,1.917
LTU,2003,0.108811464333119,,,2.76,,1.0,0.182
LTU,2004,0.419902632864427,,,2.67,,1.0,0.883
LTU,2005,0.584918970448046,0.4802052226873073,0.6321278184833747,2.26,,1.0,1.206
LTU,2006,0.7550897382064,0.5883253389609561,0.6995010762375417,1.77,,1.0,0.923
LTU,2007,0.88002261187882,0.33800885039410555,0.4875899351207148,1.71,,1.0,2.196
LTU,2008,0.84094304960196,0.29325574084821715,0.4231970020382019,1.59,,1.0,2.221
LTU,2009,1.18565942053233,0.31195084756777747,0.4653020984608572,1.98,,1.0,1.396
LTU,2010,1.33930348613643,0.3242853613958827,0.47083088778504667,1.86,,1.0,0.766
LTU,2011,0.759266473375653,0.26669687243251206,0.38168023316206895,1.72,,1.0,0.957
LTU,2012,0.8541613040329,0.2551948798541015,0.3537420712336878,1.67,,1.0,1.37
LTU,2013,0.533753239192228,0.24918837151197756,0.368307115704784,1.72,,1.0,0.967
LTU,2014,0.608524027303568,0.2328312743122468,0.36042460702855095,1.79,,1.0,2.238
LTU,2015,0.614635687642754,0.2896895053113435,0.4308624316363745,1.92,1.95234754107559,1.0,2.095
LTU,2016,0.531847600533815,0.240329801477211,0.3882061421359932,2.0,2.6978096711853,1.0,1.944
LTU,2017,0.488022840220171,,,2.06,2.88267989739977,1.0,1.542
LTU,2018,0.490044996352835,,,2.22,2.01506597031336,1.0,2.427
LTU,2019,0.527831616519887,,,2.12,2.45238336727394,1.0,2.642
LTU,2020,0.537195674963793,,,2.16,2.07194421789411,1.0,3.445
LTU,2021,0.54249220430059,,,1.89,2.05606621474617,1.0,1.792
LUX,1995,0.983735463851841,,,2.95,,0.0,
LUX,1996,1.05958556101121,,,2.89,,0.0,
LUX,1997,0.947030676064431,,,2.82,,0.0,
LUX,1998,0.966141520095038,,,2.83,,0.0,
LUX,1999,0.883873876219499,,,2.73,,1.0,
LUX,2000,0.756599669363961,,,2.67,,1.0,1.651
LUX,2001,0.872960104523051,,,2.68,,1.0,1.433
LUX,2002,0.79458238375115,,,2.67,,1.0,1.393
LUX,2003,0.814589433870181,,,2.76,,1.0,1.692
LUX,2004,0.73477619246951,,,3.0,,1.0,1.013
LUX,2005,0.800033684377384,1.2622241327643278,0.746028664154373,2.97,,1.0,1.129
LUX,2006,0.694557425018288,1.2305549316371023,0.7434222872316127,2.63,,1.0,1.357
LUX,2007,0.70777167935646,0.9335516370036645,0.6351609106042903,2.55,,1.0,1.94
LUX,2008,0.740667239862433,0.8962784026338543,0.5743199025805754,2.48,,1.0,1.279
LUX,2009,0.876217327730361,0.7805823467069155,0.494440643857057,2.4,,1.0,1.188
LUX,2010,0.794296117935886,0.7716735634719729,0.43679588262388014,2.28,,1.0,0.325
LUX,2011,0.768246569532121,0.6687535954481374,0.4233626780744951,2.32,,1.0,1.343
LUX,2012,0.775431907183479,0.5572201773444462,0.37203983044478783,2.25,,1.0,1.262
LUX,2013,0.791361557811975,0.5082386924301912,0.3650093946263157,2.06,,1.0,0.569
LUX,2014,0.780775921824708,0.4560332586279445,0.33455259348802846,1.91,,1.0,2.475
LUX,2015,0.780260941517184,0.5390339443919112,0.38216970761595026,1.78,4.62992411343821,1.0,1.528
LUX,2016,0.711141276791067,0.45205268070501053,0.3320917564825493,1.68,3.91726898599077,1.0,1.877
LUX,2017,0.816370631678838,,,1.66,4.11325155044651,1.0,1.647
LUX,2018,0.880249560155196,,,1.73,4.03120167959721,1.0,2.468
LUX,2019,0.884745973548779,,,1.77,4.56052760256808,1.0,2.155
LUX,2020,1.04058472903029,,,1.4,3.95154271639723,1.0,2.632
LUX,2021,0.910484426469886,,,1.19,3.16222291620179,1.0,1.158
LVA,1995,0.29662501287157,,,1.05,,0.0,1.626
LVA,1996,0.318674437359468,,,1.56,,0.0,-0.411
LVA,1997,0.244756054733288,,,2.03,,0.0,0.766
LVA,1998,0.282942246895292,,,2.89,,1.0,0.657
LVA,1999,0.294485444396901,,,2.42,,1.0,1.562
LVA,2000,0.339434091127149,,,2.46,,1.0,2.022
LVA,2001,0.274529351484306,,,2.24,,1.0,1.83
LVA,2002,0.301319154560072,,,2.33,,1.0,1.73
LVA,2003,0.304018243601983,,,2.44,,1.0,0.253
LVA,2004,0.484197088491276,,,2.55,,1.0,1.027
LVA,2005,0.684322340166627,0.46328545118643527,0.49792757428241013,2.58,,1.0,1.355
LVA,2006,0.649477688194314,0.646511105718313,0.6286409998479998,2.27,,1.0,1.087
LVA,2007,0.873980139213491,0.3583381586639106,0.37858573958955893,2.08,,1.0,2.206
LVA,2008,0.821313453284049,0.30312017196822566,0.318713153034328,2.11,,1.0,2.403
LVA,2009,0.127689426640738,0.3250276289896936,0.3606546825172396,3.37,,1.0,1.524
LVA,2010,0.295969949112629,0.3540552086850787,0.36573427957984145,3.31,,1.0,0.704
LVA,2011,0.701301103692623,0.2900344504297316,0.31886347769125756,3.14,,1.0,1.151
LVA,2012,0.726996373364976,0.29943928659783764,0.3170005253269855,3.1,,1.0,1.408
LVA,2013,0.665615778444864,0.29570398599026754,0.32900826816784934,3.31,,1.0,1.082
LVA,2014,0.679236373665463,0.29501785119544705,0.31071494048252074,3.51,,1.0,2.33
LVA,2015,0.658571423571571,0.3091648627690837,0.3585952111218825,3.67,1.43717314809553,1.0,2.166
LVA,2016,0.530737047550658,0.2703968366786968,0.3438009601573293,3.75,1.44123523185106,1.0,1.946
LVA,2017,0.542846294274692,,,3.69,1.22089822434129,1.0,1.503
LVA,2018,0.578059823026055,,,3.61,1.60933674282007,1.0,2.36
LVA,2019,0.578094848407131,,,3.42,2.02431343334354,1.0,2.462
LVA,2020,0.566693969911751,,,3.31,1.6927675793564,1.0,3.55
LVA,2021,0.572671086768872,,,3.0,1.30012476378019,1.0,1.987
MDA,2002,0.0931021998808469,,,,,1.0,1.455
MDA,2003,0.128897156651828,,,,,1.0,-0.181
MDA,2004,0.154221852880657,,,,,1.0,0.721
MDA,2005,0.143950357417848,,,,,1.0,0.854
MDA,2006,0.242657884089836,,,,,1.0,0.253
MDA,2007,0.244059605120168,,,,,1.0,2.369
